year,total_rainfall_mm,anomaly_pct,anomaly_zscore,mean_lag_days
2015,649.0437866335226,-21.46425162272173,-1.1172028480311242,16.34
2016,904.6672471478388,9.466758253222102,0.4927397175555836,23.8
2017,817.4837214984112,-1.0826431493577633,-0.0563509984472734,21.580000000000002
2018,674.9060409797323,-18.33486106135741,-0.9543197385144176,-1.06
2019,936.4372479114518,13.310999331098524,0.6928304151588196,17.225
2020,1066.5115985896502,29.05028639551494,1.5120519115995026,20.56
2022,1130.7196640662592,36.81960578183555,1.9164408415388252,5.08
2023,795.8518524043424,-3.700147643028035,-0.1925907111781423,4.16
